
age: 40~50-unknown_m2-unknown-(have) mortgage-working-unknown,160
age: 40~50-unknown_m2-unknown-(have) mortgage-working-travel,5934
age: 40~50-unknown_m2-unknown-(have) mortgage-working-single child,407
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-travel,281
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-buy car,37
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-inc.savings,5
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-unknown,3
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-travel,594
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-single child,191
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-travel,567
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-buy car,69
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-inc.savings,26
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-unknown,25
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-travel,253
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-single child,78
age: 40~50-unknown_m2-unknown-(have) credit card-jobless,120
age: 40~50-unknown_m2-unknown-(have) credit card-part time-travel,2
age: 40~50-unknown_m2-unknown-(have) credit card-part time-buy car,4
age: 40~50-unknown_m2-unknown-(have) credit card-part time-inc.savings,3
age: 40~50-unknown_m2-unknown-(have) credit card-part time-travel,14
age: 40~50-unknown_m2-unknown-(have) credit card-part time-single child,4
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-travel,2
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-buy car,3
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-inc.savings,4
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-unknown,6
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-travel,7
age: 40~50-unknown_m2-unknown-(have) credit card-working-travel,189
age: 40~50-unknown_m2-unknown-(have) credit card-working-buy car,257
age: 40~50-unknown_m2-unknown-(have) credit card-working-inc.savings,33
age: 40~50-unknown_m2-unknown-(have) credit card-working-unknown,12
age: 40~50-unknown_m2-unknown-(have) credit card-working-travel,550
age: 40~50-unknown_m2-unknown-(have) credit card-working-single child,192
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-travel,113
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-buy car,27
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-inc.savings,9
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-unknown,7
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-travel,208
age: 40~50-unknown_m2-unknown-(have) credit card-unknown-single child,121
age: 40~50-unknown_m2-prof course,49154
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-travel,470
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-buy car,119
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-inc.savings,139
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-unknown,42
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-travel,365
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-single child,39
age: 40~50-unknown_m2-basic 9y-(have) money market-jobless,273
age: 40~50-unknown_m2-basic 9y-(have) money market-part time-travel,72
age: 40~50-unknown_m2-basic 9y-(have) money market-part time-buy car,42
age: 40~50-unknown_m2-basic 9y-(have) money market-part time-inc.savings,25
age: 40~50-unknown_m2-basic 9y-(have) money market-part time-unknown,11
age: 40~50-unknown_m2-basic 9y-(have) money market-part time-travel,71
age: 40~50-unknown_m2-basic 9y-(have) money market-part time-single child,23
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-travel,9
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-buy car,6
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-inc.savings,7
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-unknown,54
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-travel,22
age: 40~50-unknown_m2-basic 9y-(have) money market-working-travel,124
age: 40~50-unknown_m2-basic 9y-(have) money market-working-buy car,110
age: 40~50-unknown_m2-basic 9y-(have) money market-working-inc.savings,60
age: 40~50-unknown_m2-basic 9y-(have) money market-working-unknown,8
age: 40~50-unknown_m2-basic 9y-(have) money market-working-travel,191
age: 40~50-unknown_m2-basic 9y-(have) money market-working-single child,25
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-travel,23
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-buy car,1
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-inc.savings,2
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-travel,29
age: 40~50-unknown_m2-basic 9y-(have) money market-unknown-single child,11
age: 40~50-unknown_m2-basic 9y-(have) savings,2878
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-travel,167
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-buy car,37
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-inc.savings,43
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-unknown,30
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-travel,45
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-single child,14
age: 40~50-unknown_m2-basic 9y-(have) checking-jobless,227
age: 40~50-unknown_m2-basic 9y-(have) checking-part time-travel,42
age: 40~50-unknown_m2-basic 9y-(have) checking-part time-buy car,30
age: 40~50-unknown_m2-basic 9y-(have) checking-part time-inc.savings,82
age: 40~50-unknown_m2-basic 9y-(have) checking-part time-unknown,26
age: 40~50-unknown_m2-basic 9y-(have) checking-part time-travel,62
age: 40~50-unknown_m2-basic 9y-(have) checking-part time-single child,21
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-travel,29
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-buy car,7
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-inc.savings,15
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-unknown,61
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-travel,22
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-single child,2
age: 40~50-unknown_m2-basic 9y-(have) checking-working-travel,83
age: 40~50-unknown_m2-basic 9y-(have) checking-working-buy car,104
age: 40~50-unknown_m2-basic 9y-(have) checking-working-inc.savings,90
age: 40~50-unknown_m2-basic 9y-(have) checking-working-unknown,14
age: 40~50-unknown_m2-basic 9y-(have) checking-working-travel,208
age: 40~50-unknown_m2-basic 9y-(have) checking-working-single child,24
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-travel,46
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-buy car,5
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-inc.savings,6
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-travel,92
age: 40~50-unknown_m2-basic 9y-(have) checking-unknown-single child,34
age: 40~50-unknown_m2-basic 9y-(have) debit-unknown-travel,51
age: 40~50-unknown_m2-basic 9y-(have) debit-unknown-buy car,9
age: 40~50-unknown_m2-basic 9y-(have) debit-unknown-inc.savings,7
age: 40~50-unknown_m2-basic 9y-(have) debit-unknown-unknown,7
age: 40~50-unknown_m2-basic 9y-(have) debit-unknown-travel,24
age: 40~50-unknown_m2-basic 9y-(have) debit-unknown-single child,3
age: 40~50-unknown_m2-basic 9y-(have) debit-jobless,56
age: 40~50-unknown_m2-basic 9y-(have) debit-part time-travel,12
age: 40~50-unknown_m2-basic 9y-(have) debit-part time-buy car,22
age: 40~50-unknown_m2-basic 9y-(have) debit-part time-inc.savings,9
age: 40~50-unknown_m2-basic 9y-(have) debit-part time-unknown,3
age: 40~50-unknown_m2-basic 9y-(have) debit-part time-travel,26
age: 40~50-unknown_m2-basic 9y-(have) debit-part time-single child,8
age: 40~50-unknown_m2-basic 9y-(have) debit-unknown-travel,34
age: 40~50-unknown_m2-basic 9y-(have) debit-unknown-buy car,34
age: 40~50-unknown_m2-basic 9y-(have) debit-unknown-inc.savings,34
age: 40~50-unknown_m2-basic 9y-(have) debit-unknown-unknown,104
age: 40~50-unknown_m2-basic 9y-(have) debit-unknown-travel,56
age: 40~50-unknown_m2-basic 9y-(have) debit-unknown-single child,4
age: 40~50-unknown_m2-basic 9y-(have) debit-working-travel,16
age: 40~50-unknown_m2-basic 9y-(have) debit-working-buy car,35
age: 40~50-unknown_m2-basic 9y-(have) debit-working-inc.savings,17
age: 40~50-unknown_m2-basic 9y-(have) debit-working-unknown,11
age: 40~50-unknown_m2-basic 9y-(have) debit-working-travel,59
age: 40~50-unknown_m2-basic 9y-(have) debit-working-single child,3
age: 40~50-unknown_m2-basic 9y-(have) debit-unknown-travel,6
age: 40~50-unknown_m2-basic 9y-(have) debit-unknown-travel,6
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-travel,409
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-buy car,78
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-inc.savings,103
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-unknown,26
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-travel,276
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-single child,30
age: 40~50-unknown_m2-basic 9y-(have) mortgage-jobless,1277
age: 40~50-unknown_m2-basic 9y-(have) mortgage-part time-travel,133
age: 40~50-unknown_m2-basic 9y-(have) mortgage-part time-buy car,220
age: 40~50-unknown_m2-basic 9y-(have) mortgage-part time-inc.savings,93
age: 40~50-unknown_m2-basic 9y-(have) mortgage-part time-unknown,27
age: 40~50-unknown_m2-basic 9y-(have) mortgage-part time-travel,579
age: 40~50-unknown_m2-basic 9y-(have) mortgage-part time-single child,92
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-travel,5
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-buy car,4
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-inc.savings,4
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-unknown,20
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-travel,22
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-single child,1
age: 40~50-unknown_m2-basic 9y-(have) mortgage-working-travel,260
age: 40~50-unknown_m2-basic 9y-(have) mortgage-working-buy car,534
age: 40~50-unknown_m2-basic 9y-(have) mortgage-working-inc.savings,296
age: 40~50-unknown_m2-basic 9y-(have) mortgage-working-unknown,26
age: 40~50-unknown_m2-basic 9y-(have) mortgage-working-travel,1113
age: 40~50-unknown_m2-basic 9y-(have) mortgage-working-single child,97
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-travel,46
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-buy car,6
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-inc.savings,5
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-travel,149
age: 40~50-unknown_m2-basic 9y-(have) mortgage-unknown-single child,43
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-travel,201
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-buy car,27
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-inc.savings,25
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-unknown,6
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-travel,72
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-single child,20
age: 40~50-unknown_m2-basic 9y-(have) credit card-jobless,80
age: 40~50-unknown_m2-basic 9y-(have) credit card-part time-travel,7
age: 40~50-unknown_m2-basic 9y-(have) credit card-part time-buy car,5
age: 40~50-unknown_m2-basic 9y-(have) credit card-part time-inc.savings,4
age: 40~50-unknown_m2-basic 9y-(have) credit card-part time-travel,8
age: 40~50-unknown_m2-basic 9y-(have) credit card-part time-single child,12
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-buy car,2
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-unknown,3
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-travel,2
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-single child,1
age: 40~50-unknown_m2-basic 9y-(have) credit card-working-travel,79
age: 40~50-unknown_m2-basic 9y-(have) credit card-working-buy car,212
age: 40~50-unknown_m2-basic 9y-(have) credit card-working-inc.savings,68
age: 40~50-unknown_m2-basic 9y-(have) credit card-working-unknown,7
age: 40~50-unknown_m2-basic 9y-(have) credit card-working-travel,478
age: 40~50-unknown_m2-basic 9y-(have) credit card-working-single child,156
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-travel,40
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-buy car,25
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-inc.savings,5
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-unknown,1
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-travel,170
age: 40~50-unknown_m2-basic 9y-(have) credit card-unknown-single child,88
age: 40~50-unknown_m2-unknown-(have) money market-unknown-travel,596
age: 40~50-unknown_m2-unknown-(have) money market-unknown-buy car,131
age: 40~50-unknown_m2-unknown-(have) money market-unknown-inc.savings,42
age: 40~50-unknown_m2-unknown-(have) money market-unknown-unknown,124
age: 40~50-unknown_m2-unknown-(have) money market-unknown-travel,270
age: 40~50-unknown_m2-unknown-(have) money market-unknown-single child,34
age: 40~50-unknown_m2-unknown-(have) money market-jobless,246
age: 40~50-unknown_m2-unknown-(have) money market-part time-travel,15
age: 40~50-unknown_m2-unknown-(have) money market-part time-buy car,15
age: 40~50-unknown_m2-unknown-(have) money market-part time-inc.savings,8
age: 40~50-unknown_m2-unknown-(have) money market-part time-unknown,2
age: 40~50-unknown_m2-unknown-(have) money market-part time-travel,43
age: 40~50-unknown_m2-unknown-(have) money market-part time-single child,4
age: 40~50-unknown_m2-unknown-(have) money market-unknown-travel,98
age: 40~50-unknown_m2-unknown-(have) money market-unknown-buy car,31
age: 40~50-unknown_m2-unknown-(have) money market-unknown-inc.savings,6
age: 40~50-unknown_m2-unknown-(have) money market-unknown-unknown,123
age: 40~50-unknown_m2-unknown-(have) money market-unknown-travel,85
age: 40~50-unknown_m2-unknown-(have) money market-unknown-single child,4
age: 40~50-unknown_m2-unknown-(have) money market-working-travel,160
age: 40~50-unknown_m2-unknown-(have) money market-working-buy car,78
age: 40~50-unknown_m2-unknown-(have) money market-working-inc.savings,24
age: 40~50-unknown_m2-unknown-(have) money market-working-unknown,32
age: 40~50-unknown_m2-unknown-(have) money market-working-travel,157
age: 40~50-unknown_m2-unknown-(have) money market-working-single child,13
age: 40~50-unknown_m2-unknown-(have) money market-unknown-travel,18
age: 40~50-unknown_m2-unknown-(have) money market-unknown-buy car,1
age: 40~50-unknown_m2-unknown-(have) money market-unknown-travel,42
age: 40~50-unknown_m2-unknown-(have) money market-unknown-single child,10
age: 40~50-unknown_m2-unknown-(have) savings,1457
age: 40~50-unknown_m2-unknown-(have) checking-unknown-travel,65
age: 40~50-unknown_m2-unknown-(have) checking-unknown-buy car,4
age: 40~50-unknown_m2-unknown-(have) checking-unknown-inc.savings,7
age: 40~50-unknown_m2-unknown-(have) checking-unknown-unknown,7
age: 40~50-unknown_m2-unknown-(have) checking-unknown-travel,29
age: 40~50-unknown_m2-unknown-(have) checking-unknown-single child,4
age: 40~50-unknown_m2-unknown-(have) checking-jobless,137
age: 40~50-unknown_m2-unknown-(have) checking-part time-travel,8
age: 40~50-unknown_m2-unknown-(have) checking-part time-buy car,5
age: 40~50-unknown_m2-unknown-(have) checking-part time-inc.savings,14
age: 40~50-unknown_m2-unknown-(have) checking-part time-unknown,25
age: 40~50-unknown_m2-unknown-(have) checking-part time-travel,11
age: 40~50-unknown_m2-unknown-(have) checking-part time-single child,7
age: 40~50-unknown_m2-unknown-(have) checking-unknown-travel,4
age: 40~50-unknown_m2-unknown-(have) checking-unknown-buy car,2
age: 40~50-unknown_m2-unknown-(have) checking-unknown-inc.savings,9
age: 40~50-unknown_m2-unknown-(have) checking-unknown-unknown,15
age: 40~50-unknown_m2-unknown-(have) checking-unknown-travel,8
age: 40~50-unknown_m2-unknown-(have) checking-working-travel,43
age: 40~50-unknown_m2-unknown-(have) checking-working-buy car,40
age: 40~50-unknown_m2-unknown-(have) checking-working-inc.savings,38
age: 40~50-unknown_m2-unknown-(have) checking-working-unknown,11
age: 40~50-unknown_m2-unknown-(have) checking-working-travel,91
age: 40~50-unknown_m2-unknown-(have) checking-working-single child,11
age: 40~50-unknown_m2-unknown-(have) checking-unknown-travel,14
age: 40~50-unknown_m2-unknown-(have) checking-unknown-unknown,1
age: 40~50-unknown_m2-unknown-(have) checking-unknown-travel,22
age: 40~50-unknown_m2-unknown-(have) checking-unknown-single child,8
age: 40~50-unknown_m2-unknown-(have) debit-unknown-travel,330
age: 40~50-unknown_m2-unknown-(have) debit-unknown-buy car,128
age: 40~50-unknown_m2-unknown-(have) debit-unknown-inc.savings,46
age: 40~50-unknown_m2-unknown-(have) debit-unknown-unknown,163
age: 40~50-unknown_m2-unknown-(have) debit-unknown-travel,102
age: 40~50-unknown_m2-unknown-(have) debit-unknown-single child,36
age: 40~50-unknown_m2-unknown-(have) debit-jobless,805
age: 40~50-unknown_m2-unknown-(have) debit-part time-travel,65
age: 40~50-unknown_m2-unknown-(have) debit-part time-buy car,55
age: 40~50-unknown_m2-unknown-(have) debit-part time-inc.savings,43
age: 40~50-unknown_m2-unknown-(have) debit-part time-unknown,24
age: 40~50-unknown_m2-unknown-(have) debit-part time-travel,83
age: 40~50-unknown_m2-unknown-(have) debit-part time-single child,14
age: 40~50-unknown_m2-unknown-(have) debit-unknown-travel,440
age: 40~50-unknown_m2-unknown-(have) debit-unknown-buy car,349
age: 40~50-unknown_m2-unknown-(have) debit-unknown-inc.savings,145
age: 40~50-unknown_m2-unknown-(have) debit-unknown-unknown,871
age: 40~50-unknown_m2-unknown-(have) debit-unknown-travel,528
age: 40~50-unknown_m2-unknown-(have) debit-unknown-single child,49
age: 40~50-unknown_m2-unknown-(have) debit-working-travel,213
age: 40~50-unknown_m2-unknown-(have) debit-working-buy car,283
age: 40~50-unknown_m2-unknown-(have) debit-working-inc.savings,60
age: 40~50-unknown_m2-unknown-(have) debit-working-unknown,222
age: 40~50-unknown_m2-unknown-(have) debit-working-travel,468
age: 40~50-unknown_m2-unknown-(have) debit-working-single child,36
age: 40~50-unknown_m2-unknown-(have) debit-unknown-travel,24
age: 40~50-unknown_m2-unknown-(have) debit-unknown-buy car,4
age: 40~50-unknown_m2-unknown-(have) debit-unknown-inc.savings,2
age: 40~50-unknown_m2-unknown-(have) debit-unknown-unknown,4
age: 40~50-unknown_m2-unknown-(have) debit-unknown-travel,61
age: 40~50-unknown_m2-unknown-(have) debit-unknown-single child,23
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-travel,297
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-buy car,74
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-inc.savings,14
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-unknown,71
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-travel,185
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-single child,16
age: 40~50-unknown_m2-unknown-(have) mortgage-jobless,1302
age: 40~50-unknown_m2-unknown-(have) mortgage-part time-travel,22
age: 40~50-unknown_m2-unknown-(have) mortgage-part time-buy car,33
age: 40~50-unknown_m2-unknown-(have) mortgage-part time-inc.savings,8
age: 40~50-unknown_m2-unknown-(have) mortgage-part time-unknown,13
age: 40~50-unknown_m2-unknown-(have) mortgage-part time-travel,68
age: 40~50-unknown_m2-unknown-(have) mortgage-part time-single child,23
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-travel,67
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-buy car,26
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-inc.savings,9
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-unknown,88
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-travel,194
age: 40~50-unknown_m2-unknown-(have) mortgage-unknown-single child,9
age: 40~50-unknown_m2-unknown-(have) mortgage-working-travel,193
