category,age,income,education,job,creditScore,balanceDeposite,mortgage,studentLoan,loan,loanDeposit,checking,moneyMarket
5,68,534.237459535143,2,3,20.402457743284646,13717.38092173179,0.0,0.0,2087.220461211553,1623.138601780333,452.2794822679309,328.98479991171837
2,29,1072.8076543217974,0,4,41.66226333111513,4528.321560071048,49110.149140955145,4681.836488972241,932.3587572520215,818.669814406525,200.2660243544543,487.95852647708125
4,42,3012.695257691784,1,1,96.44880102854819,18039.661225290904,9682.880552045106,0.0,10669.427733931707,8729.752929638391,567.2229797890367,102.92937206232202
4,41,2846.580779077293,1,0,97.23442808706815,21683.53013656653,10284.80756681709,0.0,10959.621188891913,7265.034329365122,606.7543532660087,98.3681581209869
5,63,470.74576614410415,1,3,18.413295140034176,15142.747688251999,0.0,0.0,1872.8480019812705,1440.3836775120117,517.624177407564,272.40862389878527
5,80,511.3653159757343,1,3,20.732049587555952,14764.736642528489,0.0,0.0,1910.4130357300953,1572.8506743391933,460.6983221531365,284.0940135293504
2,26,1056.6908163310936,2,3,42.20698805718262,4654.306403211271,47330.206214828,4969.082177355297,916.7493731353353,944.0396861890551,203.19784371363488,468.958599960294
2,27,951.4062194489272,2,0,41.39293039392646,5179.122513633165,50320.002805014374,5230.471699269012,1008.765333936983,843.6560783830918,193.68619758290984,548.5520783558595
1,19,545.7325957806086,0,3,10.271509596053729,90.12398940578063,0.0,10500.355124901303,0.0,0.0,0.0,0.0
2,29,1006.5647669509724,1,3,37.5430260303488,5112.32765141609,54328.57507759901,4602.320896976611,945.9261256849044,971.6631607411119,190.02592678006744,495.0694866008408
2,25,1084.7279700048853,2,4,38.58848764261707,5142.191897400866,45856.37356464099,4577.713553781629,1040.0731146016735,916.4823885458954,212.93046347012867,520.1799995409777
2,25,1011.1611336901823,1,0,39.455489040653035,4924.3967727958025,51753.67813014992,5311.9400098883825,1009.2625406838112,832.1455525714181,219.37013316356456,492.12071747942383
1,19,463.7780630060627,2,3,10.302114648551978,102.18064748759984,0.0,9629.839003489938,0.0,0.0,0.0,0.0
4,57,3241.5050970380453,2,4,86.08371755832309,18524.92555236117,9786.66764102256,0.0,10012.766479840942,7992.02153682824,602.3040373015915,96.285767297573
5,72,473.9671354861468,1,3,18.31959346329816,14571.682301557594,0.0,0.0,2008.7857519861486,1531.2035976253721,541.5575035406388,329.3690742087317
4,41,2878.8908173747977,1,1,96.69920164952363,18673.571396235777,10329.296661624265,0.0,10230.931892004217,8565.476412346785,585.7028197942435,105.75102642181213
2,23,945.0586980522984,3,1,37.56693288158124,5265.794514511542,53109.7480953116,5222.793243966134,1012.4505959510869,816.6798399989592,185.3480931891773,479.7126797859722
1,20,542.654539026249,2,3,9.553583214643847,102.20422513719139,0.0,9994.281848124643,0.0,0.0,0.0,0.0
4,53,2733.727665039309,1,4,92.93449976802613,21691.55009830676,10242.11162153809,0.0,10937.37305312874,7785.190091885651,554.3287486741381,95.46559618484078
1,21,528.0354649712069,2,3,10.107104814638088,91.51857678807596,0.0,9444.585225918438,0.0,0.0,0.0,0.0
4,60,3241.5548211368246,0,1,85.50121796507851,20044.100820390166,10881.217231924566,0.0,10963.40626938175,8364.35539450931,593.4884354670893,92.22305674409073
1,21,482.8305238442197,2,3,9.467346797782628,103.63912605058458,0.0,10887.904145688639,0.0,0.0,0.0,0.0
3,30,2134.6101599422395,3,4,64.47114168795174,10908.603546970084,29177.183540808295,0.0,5054.564185288141,4199.987419847336,431.9944820655402,219.7654844416718
2,28,927.1048798490842,1,4,40.36153483656578,5386.238094623066,49169.16769481909,4871.054705907665,986.8139089535017,816.8652532372323,192.8151163913573,539.0235478893335
2,25,1078.953959101426,0,4,40.11734339935573,4552.992184700809,53922.67618606125,5493.422637732029,939.7655904271943,908.3702473283214,198.95631792658955,493.6987572219546
5,67,498.52201246882504,2,3,21.001972938821247,15633.682912519329,0.0,0.0,2158.7661721601107,1582.992692210667,502.3044222695042,279.60916660047354
5,79,488.7464531544284,0,3,20.535717126019115,14666.144326420012,0.0,0.0,2140.5517695605668,1395.4380416398267,476.2527320842211,311.8351703625222
3,37,1869.0549972597819,3,3,67.6407483843631,9329.629092377812,29968.088973387563,0.0,4754.91180381445,4148.728024156096,387.1147727396789,214.12069181824972
5,65,510.91099474722114,1,3,20.987810797991308,14588.760190379435,0.0,0.0,1998.274261551011,1588.7403567059114,461.1729965088399,274.0282559531073
4,45,2881.6623513265827,2,4,96.35457018597775,18030.70108058661,9537.195970306831,0.0,10367.111498134349,7289.36872178278,645.5962179788972,94.34857014158312
2,24,1072.6769103870408,1,1,38.68882072431219,5011.406397966852,54888.15355641808,5347.687360437559,970.4078974117547,828.7311740117383,181.71922483655646,469.809357576633
3,31,2105.9831887449027,2,1,74.5819286883455,10142.532593859683,31703.205764190123,0.0,5253.364016352323,4054.402835837498,363.8524606451649,194.25909419113086
1,23,467.53188977200153,0,3,9.014219237927371,102.34141193607579,0.0,9271.848305161406,0.0,0.0,0.0,0.0
5,63,457.5618214957963,3,3,20.757620702213103,15156.117293893498,0.0,0.0,2037.8136424875509,1478.0633697785395,495.50922465249744,273.4703911101451
3,30,1910.892064578811,0,3,64.2911949460578,9913.976573521919,27587.892985103972,0.0,5306.875194422333,3601.760262829683,360.03730830214573,210.91570773207198
1,23,468.9096575896518,0,3,9.899044220867976,102.24060413025721,0.0,9019.87083279332,0.0,0.0,0.0,0.0
3,35,1861.2290831446535,2,4,66.12092781589749,9135.267569543576,32834.40045872509,0.0,5043.082812816056,3619.746483814452,407.4640100924686,205.854068111637
5,67,521.0191096965586,3,2,18.98613489011103,13764.869554706554,0.0,0.0,2008.8968436206103,1483.2771276614435,521.4671737835772,270.90089321774354
2,27,930.4883266921194,0,4,37.868272616990055,4957.004618366251,50500.88283359046,5136.357392136777,1008.48756082372,970.9917696499824,207.89384410385546,526.1562296661707
4,50,2914.5829371272744,2,2,83.0263436580963,19305.492987104935,10224.732832044056,0.0,9936.894139812379,7251.88715765075,602.2811633046813,108.93041338084745
2,29,1063.9088711670304,2,4,38.91158860502686,4681.509381977411,50362.501558333395,5302.407711474206,940.5003388297522,920.0644751031584,218.8629033175734,503.63778824881996
3,38,1802.4807075364217,0,0,71.3487783321843,9263.729790969286,27186.690059731816,0.0,4979.136975117154,4131.427820723899,411.67191496992154,204.77078892595625
2,27,1015.533915605473,2,4,38.466509787488064,4681.0750428320225,47015.14311054045,4955.628255329397,972.227334418371,869.281222653089,206.22594234630105,516.9102824863126
2,30,942.1566979685816,1,3,37.52227620234555,4727.315985105066,48726.8366505537,4716.058557865692,998.234001501945,961.5484976920582,202.25482175441266,500.6054707837525
1,20,472.91486553433606,1,3,9.111557344916122,101.92017092011805,0.0,9658.815883507054,0.0,0.0,0.0,0.0
3,36,1949.076301128379,3,0,74.18146912358375,10039.983072408173,28540.00985742393,0.0,4617.247181832145,3721.3539233444426,394.48853346692067,213.3242883358819
3,33,2021.771865158622,2,1,65.10182321714747,9929.551221500216,31376.863793432844,0.0,4884.5002600705575,3604.474005073028,401.08655630307805,181.78743721117718
2,29,995.7438549519172,2,4,37.60293368660927,5202.856002056025,46770.388084852486,5181.1080938856185,1024.6471770631445,857.3799390802828,203.98622250968498,472.84421203216954
4,47,2872.72915523932,3,0,81.2410946301904,21803.41740740078,10125.591890677402,0.0,9406.741338863516,7424.230349912357,549.809762409783,92.25442450865364
1,22,515.0777189495363,1,3,9.68447623489483,91.81978884861145,0.0,10654.29096274406,0.0,0.0,0.0,0.0
4,57,2976.4983261760754,2,1,93.44315448610773,21682.19680842845,10720.67520650151,0.0,10769.0550685476,8407.705369489426,634.3924702657446,106.53587725013533
5,72,480.1985117512707,0,3,20.50209632258726,15228.176616280698,0.0,0.0,1988.6624595678327,1447.3115075742974,500.5544509563715,291.1154448917579
1,19,493.52816099123527,0,1,10.619154894906188,98.11383733328077,0.0,9559.415836511133,0.0,0.0,0.0,0.0
5,60,452.98410333391007,2,3,21.737419471823557,14511.111623138153,0.0,0.0,2044.8752066614597,1527.3992571408614,524.3979971092849,275.7477040589432
1,18,535.1364481634116,0,3,9.044283752712552,100.70111687099595,0.0,9744.776868969679,0.0,0.0,0.0,0.0
2,23,1068.8190680053983,3,4,40.77867905001921,4517.900265517151,49516.897656551184,4861.860183688814,1094.40641456685,891.3652336100902,188.55276582389453,516.5292520372717
5,60,509.7840318552783,2,3,21.40627086446628,14980.540241679117,0.0,0.0,2064.2269451160782,1479.8940739356842,541.6993673572375,276.65779069391454
2,28,1003.4850281655217,0,1,43.31042671614984,5065.43233597198,45481.4712698095,4537.559141502441,1028.9272841523502,954.6839977978707,192.48303644117752,513.7288326117048
3,40,1863.3604424962496,3,4,66.04369854464008,10999.98214767954,30239.298285516274,0.0,4902.213889801209,4024.9643895901986,436.91572418730743,206.42425969474527
1,19,481.01793772413396,0,3,10.08336955471201,94.76668050772929,0.0,10422.959469878544,0.0,0.0,0.0,0.0
2,24,1087.9696442667087,1,4,37.71592534169832,4656.295304466524,47529.73833535212,4669.318067158523,1079.2322847190237,907.1277193310655,211.05111629550407,537.8714456964643
4,57,2938.768186787162,3,0,81.4758600641542,19649.946358378238,10745.591237582814,0.0,9350.99207267271,8596.387585386665,604.0796309381711,100.81367869512113
3,34,2180.106847380525,2,4,76.29986073893332,9677.197214708429,29365.400795854173,0.0,5396.839383839678,4292.878893091117,399.0550404776026,187.13207701003455
5,70,545.4869726018208,2,3,19.07367610683466,13535.19324769966,0.0,0.0,1881.6808669994386,1624.5787476782803,492.3935040328995,328.5627303956916
4,43,3253.1203563936842,2,0,93.18940796561974,18456.721874517134,10756.33650990586,0.0,10033.539744238687,7961.465231839375,627.7215355110004,96.390389966768
5,63,499.4395319464557,2,3,21.763851017522764,14142.794261902234,0.0,0.0,1913.9078557472492,1589.4225224660665,505.9950587905841,278.0056963027506
5,75,476.7260826251228,3,3,21.980981976417727,14986.630785233086,0.0,0.0,2113.163363696048,1517.40920740915,496.27041981602423,313.8740575658846
5,68,513.4017117960774,2,3,18.98772006603163,14409.583578757622,0.0,0.0,1882.5101945296688,1610.0280586864517,537.2022736251604,326.0193578984234
2,30,1088.1779676435272,1,2,43.924822224115715,4697.401016643087,53997.36904454207,4649.955996224224,1051.1564726513673,863.9538409323021,199.66692303203402,549.6691451522483
5,63,515.5370510198101,2,0,18.001565808102598,13990.180388447472,0.0,0.0,2178.9687471914867,1446.9502971687607,519.2409816586479,305.38338446416554
3,40,2061.7389878236304,1,4,63.61107143805315,10562.100414364453,29614.857727700928,0.0,5415.287211023811,3926.0431888082053,382.4978257362441,202.3363729438718
3,39,2015.0806472480879,3,1,75.18523642481266,10194.067868136419,29462.546571747887,0.0,5368.8657696978435,4080.653991808147,371.6910762824871,215.1237337332729
4,45,2906.930415813999,3,1,90.76565957550675,19142.413451811215,10288.983145909911,0.0,10316.616977522195,7287.561053661007,653.5407416224895,98.87019802584985
5,70,454.74432720687804,2,3,21.38344510879865,14964.813434028361,0.0,0.0,1898.093518639482,1580.9962930565507,466.97313495469444,303.34649914885773
4,52,2997.99358011477,3,4,81.71082746165844,19656.124498573907,9245.063946569966,0.0,9061.823506930363,8120.25430425221,573.5027322515865,100.03594805947215
2,24,930.746976276868,2,1,39.55109376290429,5218.720177564841,53202.06680552549,5217.588812784531,911.5864948011517,934.6098170483561,193.82385165403988,520.1936997197622
5,76,453.25059868682195,2,3,20.27488257107458,13805.793623551805,0.0,0.0,2172.949106171634,1381.3752502435602,520.8897239935648,294.287534087491
4,45,2755.102708616041,1,4,89.41685072997468,19425.78349301096,9614.643831823254,0.0,9207.831739217047,8297.982066310698,596.3823447583841,99.18445769911968
1,20,480.1195391502938,0,3,10.642636279203861,100.8017978266,0.0,10100.696737835036,0.0,0.0,0.0,0.0
5,67,503.09545274409345,3,3,20.0678232469982,15766.686762556124,0.0,0.0,1934.2474892923683,1498.7782112310895,508.03531459033246,275.9835035040626
5,62,471.94449416933264,3,3,18.71867877564817,13557.747695341131,0.0,0.0,1838.6430229439077,1504.659972989582,466.40500955318055,305.5705797430706
3,40,2182.2475595305104,1,1,74.08649372312482,9021.29869395509,31074.43706459355,0.0,5309.391571573465,3728.847019698518,411.8687928247681,206.5784527563504
5,73,508.70513870944615,2,3,21.92800324845152,16158.702606831695,0.0,0.0,1848.920833762539,1596.0556895887635,470.2859230438373,315.2183161653842
4,41,3156.472362986001,0,1,87.11845381111068,19970.49945057942,9718.056255751384,0.0,9989.487250396136,7825.360237698582,586.206117377004,97.08327827211443
4,40,2713.779337252738,2,0,83.9046998172743,21558.172185562744,10784.708393258232,0.0,10955.408415666936,7375.213576618044,589.3755676230885,93.54613158255964
5,60,455.3691632912958,1,3,20.99948316267575,14604.695807687303,0.0,0.0,1925.375153498832,1506.3448724149766,525.9455959042456,305.2684885928363
5,62,468.89950131927486,2,3,18.722210085763987,14576.299672958128,0.0,0.0,1973.0265691662382,1515.0295779053886,462.6485231277176,325.7750856769732
1,23,510.4295274775701,0,3,9.513657658338975,103.07510108966129,0.0,10483.733115859819,0.0,0.0,0.0,0.0
3,38,2101.9911551235587,1,4,76.32422769832421,9521.979694589392,29877.63824169415,0.0,4853.21588163433,3613.2981509973524,438.8217942150478,219.16617695051184
2,30,1047.5201669747175,1,4,41.962838309609175,4735.932900594793,47233.524795510195,5426.034049693815,923.6322953472243,969.5593018225362,186.83945302949107,504.3939673954801
2,30,985.5045874335145,2,1,41.0432595177283,4943.435890436594,46845.12584556575,4775.948117578631,1002.2070789536117,853.0266834808647,204.82346885727566,464.2854353789038
5,64,459.2909725038622,1,3,18.40220939562859,15151.217355277271,0.0,0.0,2120.290188881033,1638.258671467837,482.2278346051473,328.71136504418246
4,46,2909.99279071108,0,4,82.84853536030847,21402.819887070844,10816.501156595525,0.0,10075.106323129483,7617.422296534177,600.752297100772,105.07062703544474
3,38,1930.2919206342883,2,3,70.32131367769762,9467.26434796803,31594.721156679232,0.0,4886.221195108942,3808.7626921389633,429.92332227997304,212.61032972504168
3,38,1923.2709447658717,1,1,63.38906583551488,10291.440643019823,27399.231603093507,0.0,5329.780781085786,3736.861587053445,369.34888430522966,197.77787215555392
1,20,482.9602772900716,0,3,10.470287299424681,109.21365622883661,0.0,9598.173514300794,0.0,0.0,0.0,0.0
1,23,464.6974517343656,0,2,10.37483176585447,93.86288342565848,0.0,9695.762608507017,0.0,0.0,0.0,0.0
3,35,1815.9500355318864,0,4,71.78545507533524,10822.572358059348,31785.392641778537,0.0,4734.3464810953565,4332.7038230872895,421.9050991083775,201.22274946523632
5,68,457.1203477869479,3,3,20.37114826508291,15286.215348896028,0.0,0.0,1951.1649262826747,1414.1441617134733,505.0451192789882,297.74241836770824
4,43,3176.814449280264,3,1,94.40968774142239,18666.90449506896,10439.374137733726,0.0,10408.809737628348,7602.37003776731,541.5882375504043,90.55967834502825
2,28,1076.9713593810266,1,3,37.372170148982555,4809.834386703474,49441.08228657406,4531.013326816456,952.695765948517,902.3889737837069,185.59270555283013,504.9189893146852
5,77,454.34352446764814,3,3,21.19986960273599,16322.10496843718,0.0,0.0,1884.8407472041579,1480.381701688646,473.11418945701456,290.45884865975984
4,41,2721.4656083027494,2,4,93.12275752325559,18292.46235018522,9059.478327152294,0.0,9254.018520803382,8360.895480883017,550.367501741579,95.00552874221876
3,30,2117.6034677297725,3,1,64.08708925905091,10188.51730817052,30039.88790016343,0.0,5413.040015734738,4235.628007868727,423.5873607790572,189.20376739581195
5,60,490.03595896789824,2,3,18.61673531855892,13771.024689864891,0.0,0.0,1809.1774309690072,1545.4192429917073,450.8968453570774,280.3631346076794
4,46,2705.2239548789776,1,0,98.60592690053453,19038.003940917024,9454.806500306113,0.0,10268.919655531638,7840.944222567014,596.7859248771152,107.89574799908776
1,23,549.5253524393268,0,3,10.261105802364106,104.63192530055645,0.0,10127.779102012899,0.0,0.0,0.0,0.0
4,59,2928.094675600778,3,4,93.99316180513566,18991.764347339533,9326.744743887612,0.0,9551.391335786895,8251.615357491952,559.4204156317392,107.243629226832
4,51,3002.8766283216596,2,4,82.63872679758303,18747.97904815169,10990.770670475704,0.0,10056.037103851353,8116.54190257721,595.9057447093112,91.80739562619475
1,18,468.87321034739364,2,4,10.683491820125568,91.35141770607484,0.0,9168.718256866669,0.0,0.0,0.0,0.0
1,18,484.49684371511995,1,3,9.395642866704666,91.09028462923881,0.0,10392.615824167968,0.0,0.0,0.0,0.0
2,26,1079.6342420886988,1,4,40.27045749452932,5439.415491052207,49445.263125970254,5202.600955148799,968.2287244268622,927.9318671913285,219.43893511777551,521.9085354619358
2,28,1078.419949884519,2,3,42.95098578782506,4793.97198487997,50629.241967956936,5343.7751702187725,1016.9949151058424,933.8706042418171,191.52569303149602,520.9927885449741
4,44,3002.130668949848,2,0,96.91007040292767,21395.669099552026,9006.052008289975,0.0,10051.882742955444,7260.162397775679,562.0668782649976,97.23235739527992
1,21,463.3381484839457,0,3,9.461986195635951,95.6041081140473,0.0,10294.11903163576,0.0,0.0,0.0,0.0
1,22,460.3346636680607,1,2,10.916695555879196,107.82987429113288,0.0,10637.668674533674,0.0,0.0,0.0,0.0
4,48,2804.318874549381,3,2,98.28088905658,21230.69315232966,9758.28953311674,0.0,10635.64083812585,7487.641135255239,624.5150942432581,96.30302364924206
1,18,474.72742060559,0,3,10.427349571744996,102.70594949149073,0.0,10522.35743922694,0.0,0.0,0.0,0.0
4,46,2779.2490187574067,1,1,87.60446630158954,18701.911633353604,9106.815696964335,0.0,9575.205252434838,8538.102580888775,548.0975245962603,99.1201944648936
5,80,526.3049663169733,3,3,20.38931894149337,16449.464651969836,0.0,0.0,2040.1531660030496,1453.5100955770117,478.950144956243,310.2095948168188
4,42,3058.8561089651803,2,2,89.6421572166706,21066.08224632519,9644.155929709446,0.0,10726.630667236861,7225.148610507374,540.6493200264937,99.67994513907317
5,76,541.20130359371,1,3,21.841542766773838,15761.646613337478,0.0,0.0,1874.1364863259164,1587.8416576454713,517.263539635815,278.1439636035584
1,23,477.7888695788751,0,3,9.69678642960987,100.03174875655178,0.0,9862.507959914345,0.0,0.0,0.0,0.0
5,78,464.93025934551736,2,3,18.826507206780963,16269.97859898397,0.0,0.0,2161.1615753162396,1374.335414553831,475.6742001875806,308.6141568398712
3,30,2138.4363911648975,2,0,70.35034561658472,9757.957465064146,32821.61591533886,0.0,4510.728040031112,3985.9278745246997,389.17992592143753,219.9610355951723
1,21,466.128812202817,2,3,10.979025189857843,95.79427893448576,0.0,10599.384506160732,0.0,0.0,0.0,0.0
2,30,1064.2823603680654,2,4,39.47337115755317,4583.573066830153,53443.199410755435,4683.688399785153,912.0061171465402,932.0523817397667,194.98367092474484,525.6052260899489
2,26,1010.0408517157925,2,4,43.269191878169195,4771.151626720144,50633.06287608043,4524.778518778764,959.0860385376019,856.3945404061951,205.02418810138198,463.51660120554584
5,69,543.5546936839156,2,0,21.79944567097394,16485.893990303655,0.0,0.0,1877.2837836376211,1350.500707699506,484.05090616984455,320.96176056649387
3,39,1973.625547963059,1,4,73.64578501039821,10610.294824020924,27040.255560834325,0.0,5079.269575209957,4079.657450417729,408.25113390232883,210.71926707668143
4,54,3204.03681712261,0,2,86.1214551814649,18619.91431916386,9320.064853508518,0.0,9761.683427586382,8083.042799749367,549.899057706649,100.16154469435907
5,74,454.88789748531303,2,3,18.76996663661047,13840.45454266365,0.0,0.0,2102.2415261044166,1610.602142785338,547.5620385372617,298.3686559677881
1,18,460.5429419833612,0,3,9.796141330411798,92.47256492608506,0.0,9617.211360790228,0.0,0.0,0.0,0.0
2,25,972.9745158263934,2,3,40.38458715921014,5057.801213449445,45354.225673239445,5343.823978469418,1075.8913617827827,955.0875702353885,188.61112328234398,527.6572533921062
5,76,520.6649499987668,2,3,19.151065700656797,15729.342172749555,0.0,0.0,1806.6249952684166,1518.8985613109603,517.2953661208952,309.2967327731795
5,80,468.7827968450669,3,3,20.845532830071587,13949.933852571441,0.0,0.0,2133.9878484221717,1520.301521281563,492.0371433208935,313.84738704150175
3,33,1904.8675422514289,2,2,73.11114731570869,10336.615762130396,28033.28603725537,0.0,4707.450487018223,3855.875604420257,422.9271684221816,207.94308529529974
4,42,3281.47223366054,2,1,91.92381172029681,19232.323277322143,9947.128624617768,0.0,9634.99771643565,8393.827430832836,653.741379655127,103.76337253340087
5,65,530.8742783150395,3,3,20.36211648906748,14132.180902688622,0.0,0.0,1882.707459814033,1507.0340415833102,499.24909116917775,305.63752582887565
4,43,3266.9001550600865,2,2,91.5723646941679,19738.78775308711,10465.672873030297,0.0,10078.882690663477,7263.218797697507,552.960338631839,92.47318552348975
5,71,491.77428586297157,2,3,18.909907297593758,15179.77962012764,0.0,0.0,1900.1987114570304,1370.610428483005,542.9659589883337,311.4091565265874
1,20,454.098572331169,0,3,9.35976017564187,106.63365773693083,0.0,9358.30775353454,0.0,0.0,0.0,0.0
3,30,2032.4966045668411,3,4,67.39245445705032,10633.233299212101,29411.050817812004,0.0,5431.100888183536,4373.528587627532,421.45744421047743,200.00902233227427
1,19,519.8295785310578,0,3,9.361801687083759,94.63623971189395,0.0,9134.762483072573,0.0,0.0,0.0,0.0
3,35,2101.5163711198966,3,2,67.96355546503976,9658.409410292641,31977.614134556,0.0,4600.400872584954,4036.5313893972775,422.5624779121813,192.17693383193833
3,35,1977.1738222720523,1,2,67.81444542035646,10524.387339037026,30955.668283834857,0.0,4950.4984712996775,3877.041043017554,404.68492688813325,215.95501497362068
2,29,910.0445389187604,2,1,38.995413889789525,5225.849830957288,45689.44847289147,4846.55598658447,1066.6988240359908,893.6306402055197,195.1929920545111,542.1409942304534
5,61,453.39787028741,0,3,19.882209155027613,13576.309757087434,0.0,0.0,1935.1257488734263,1611.1783365265694,488.6799347845629,270.09049188316925
2,26,1028.6757886905596,0,4,43.88282764003344,4794.690296468855,49114.81136762256,5049.7394484504375,985.8010097965278,879.5582748431154,203.57419456982007,525.0298987947416
5,63,537.9112631115079,0,3,18.309745506424985,16097.378964614538,0.0,0.0,2012.3832552952078,1551.9665121890482,483.64800798617745,327.42817784684655
5,64,492.7160189767574,2,3,19.088070286761976,16316.332530679154,0.0,0.0,2106.614994819023,1405.6382482308427,478.0067105925877,310.79171384665386
